"","name","abrev","country","PubID","affiliation","year","country_study","Journal","Jour_country","Jour_continent"
"1602","Massaferro, J","JULMASS","Argentina",18,"Latin America",2019,"Chile,Argentina","HYDROBIOLOGIA","Netherlands","Europe"
"1603","Martinez, BT","BTM","Brazil",20,"Latin America",2019,"Cuba","Neotropical Entomology","United States","North America"
"1604","Quintana, AT","ATQ","Cuba",20,"Latin America",2019,"Cuba","Neotropical Entomology","United States","North America"
"1605","Cambas, YT","YTC","Cuba",20,"Latin America",2019,"Cuba","Neotropical Entomology","United States","North America"
"1606","Roque, FO","FORQ","Brazil",20,"Latin America",2019,"Cuba","Neotropical Entomology","United States","North America"
"1607","Franca, JS","JSFC","Brazil",21,"Latin America",2019,"Brazil","AMBIO","Sweden","Europe"
"1608","Solar, R","RSLR","Brazil",21,"Latin America",2019,"Brazil","AMBIO","Sweden","Europe"
"1609","Hughes, RM","RMH","USA",21,"Latin America",2019,"Brazil","AMBIO","Sweden","Europe"
"1610","Callisto, M","MC","Brazil",21,"Latin America",2019,"Brazil","AMBIO","Sweden","Europe"
"1611","Classen-Rodriguez, L","LCR","USA",22,"North America",2019,"Puerto Rico","BIOTROPICA","United States","North America"
"1612","Gutierrez-Fonseca, PE","PEGF","Costa Rica",22,"Latin America",2019,"Puerto Rico","BIOTROPICA","United States","North America"
"1613","Ramirez, A","ALORAM","USA",22,"North America",2019,"Puerto Rico","BIOTROPICA","United States","North America"
"1614","Peralta, MA","MAPR","Argentina",23,"Latin America",2019,"Argentina","ZooKeys","Bulgaria","Europe"
"1615","Isa Miranda, AV","AVIM","Argentina",23,"Latin America",2019,"Argentina","ZooKeys","Bulgaria","Europe"
"1616","Morabowen, A","AMB","Ecuador",25,"Latin America",2019,"Ecuador","Inland Waters","United Kingdom","Europe"
"1617","Crespo-Perez, V","VCP","Ecuador",25,"Latin America",2019,"Ecuador","Inland Waters","United Kingdom","Europe"
"1618","Rios-Touma, B","BRT","Ecuador",25,"Latin America",2019,"Ecuador","Inland Waters","United Kingdom","Europe"
"1619","Cortes-Guzman, D","DCG","Mexico",28,"Latin America",2019,"Mexico","Revista Mexicana de Biodiversidad","Mexico","Latin America"
"1620","Alcocer, J","JA","Mexico",28,"Latin America",2019,"Mexico","Revista Mexicana de Biodiversidad","Mexico","Latin America"
"1621","Oseguera, LA","LAOS","Mexico",28,"Latin America",2019,"Mexico","Revista Mexicana de Biodiversidad","Mexico","Latin America"
"1622","Linares, MS","MSL","Brazil",29,"Latin America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1623","Assis, W","WA","Brazil",29,"Latin America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1624","de Castro Solar, RR","RRCS","Brazil",29,"Latin America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1625","Leitao, RP","RPL","Brazil",29,"Latin America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1626","Hughes, RM","RMH","USA",29,"North America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1627","Callisto, M","MC","Brazil",29,"Latin America",2019,"Brazil","River Research and Applications","United Kingdom","Europe"
"1628","Shimabukuro, EM","EMSH","Brazil",33,"Latin America",2019,"Brazil","Entomological Science","United States","North America"
"1629","Henry, R","RH","Brazil",33,"Latin America",2019,"Brazil","Entomological Science","United States","North America"
"1630","Correa, EC","ECC","Brazil",34,"Latin America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1631","Roque, FdO","FORQ","Brazil",34,"Latin America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1632","Utz, RM","RMUT","USA",34,"North America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1633","da Silva, WM","WILMDSIL","Brazil",34,"Latin America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1634","Severo-Neto, F","FSNT","Brazil",34,"Latin America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1635","Gido, KB","KBG","USA",34,"North America",2019,"Brazil","HYDROBIOLOGIA","Netherlands","Europe"
"1636","Tronco Johann, AdS","ASTJ","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1637","Mangolin, LP","LPM","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1638","Sanches, PV","PVS","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1639","Sebastien, NY","NYS","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1640","Topan, DA","DATP","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1641","Piana, PA","PAP","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1642","Gomes, BM","BMG","Brazil",35,"Latin America",2019,"Brazil","Water, Air, & Soil Pollution","Netherlands","Europe"
"1643","Bravo, F","FRABV","Costa Rica",36,"Latin America",2019,"Costa Rica","Zootaxa","New Zealand","Oceania"
"1644","Romero, D","DROM","Costa Rica",36,"Latin America",2019,"Costa Rica","Zootaxa","New Zealand","Oceania"
"1645","Gutierrez-Fonseca, PE","PEGF","Costa Rica",36,"Latin America",2019,"Costa Rica","Zootaxa","New Zealand","Oceania"
"1646","Echeverria-Saenz, S","SES","Costa Rica",36,"Latin America",2019,"Costa Rica","Zootaxa","New Zealand","Oceania"
"1647","Van Echelpoel, W","WVE","Belgium",37,"Europe",2019,"Ecuador","Water","Switzerland","Europe"
"1648","Forio, MAE","MAEF","Belgium",37,"Europe",2019,"Ecuador","Water","Switzerland","Europe"
"1649","Van der heyden, C","CVHY","Belgium",37,"Europe",2019,"Ecuador","Water","Switzerland","Europe"
"1650","Bermudez, R","RBU","Ecuador",37,"Latin America",2019,"Ecuador","Water","Switzerland","Europe"
"1651","Ho, L","LHO","Belgium",37,"Europe",2019,"Ecuador","Water","Switzerland","Europe"
"1652","Rosado Moncayo, AM","AMRM","Ecuador",37,"Latin America",2019,"Ecuador","Water","Switzerland","Europe"
"1653","Parra Narea, RN","RNPN","Ecuador",37,"Latin America",2019,"Ecuador","Water","Switzerland","Europe"
"1654","Dominguez Granda, LE","LEDG","Ecuador",37,"Latin America",2019,"Ecuador","Water","Switzerland","Europe"
"1655","Sanchez, D","DSZ","Ecuador",37,"Latin America",2019,"Ecuador","Water","Switzerland","Europe"
"1656","Goethals, PLM","PLMG","Belgium",37,"Europe",2019,"Ecuador","Water","Switzerland","Europe"
"1657","Rodrigues, ME","MERD","Brazil",38,"Latin America",2019,"Brazil","Insect Conservation and Diversity","United Kingdom","Europe"
"1658","Roque, FdO","FORQ","Brazil",38,"Latin America",2019,"Brazil","Insect Conservation and Diversity","United Kingdom","Europe"
"1659","Guillermo-Ferreira, R","RGF","Brazil",38,"Latin America",2019,"Brazil","Insect Conservation and Diversity","United Kingdom","Europe"
"1660","Saito, VS","VSS","Brazil",38,"Latin America",2019,"Brazil","Insect Conservation and Diversity","United Kingdom","Europe"
"1661","Samways, MJ","MJS","South Africa",38,"Africa",2019,"Brazil","Insect Conservation and Diversity","United Kingdom","Europe"
"1662","Landgref Filho, P","PLF","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1663","Aoki, C","CAOK","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1664","Hokama de Sousa, DL","DLHS","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1665","de Souza, EO","EOS","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1666","Brandao, RA","RAB","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1667","Avila, RW","RWA","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1668","Oda, FH","FHOD","Brazil",39,"Latin America",2019,"Brazil","Acta Biológica Colombiana","Colombia","Latin America"
"1669","Castro, DMP","DMPC","Brazil",40,"Latin America",2019,"Brazil","BIOTROPICA","United States","North America"
"1670","Callisto, M","MC","Brazil",40,"Latin America",2019,"Brazil","BIOTROPICA","United States","North America"
"1671","Solar, RRC","RSLR","Brazil",40,"Latin America",2019,"Brazil","BIOTROPICA","United States","North America"
"1672","Macedo, DR","DRM","Brazil",40,"Latin America",2019,"Brazil","BIOTROPICA","United States","North America"
"1673","Fernandes, GW","GWF","Brazil",40,"Latin America",2019,"Brazil","BIOTROPICA","United States","North America"
"1674","Baldasso, MC","MCB","Brazil",41,"Latin America",2019,"Brazil","Environmental Biology of Fishes","Netherlands","Europe"
"1675","Wolff, LL","LLWF","Brazil",41,"Latin America",2019,"Brazil","Environmental Biology of Fishes","Netherlands","Europe"
"1676","Neves, MP","MPN","Brazil",41,"Latin America",2019,"Brazil","Environmental Biology of Fishes","Netherlands","Europe"
"1677","Delariva, RL","RLD","Brazil",41,"Latin America",2019,"Brazil","Environmental Biology of Fishes","Netherlands","Europe"
"1678","Renner, S","SRN","Brazil",42,"Latin America",2019,"Brazil","Austral Ecology","Australia","Oceania"
"1679","Perico, E","EPR","Brazil",42,"Latin America",2019,"Brazil","Austral Ecology","Australia","Oceania"
"1680","Dalzochio, MS","MSD","Brazil",42,"Latin America",2019,"Brazil","Austral Ecology","Australia","Oceania"
"1681","Sahlen, G","GSH","Sweden",42,"Europe",2019,"Brazil","Austral Ecology","Australia","Oceania"
"1682","Gonzalez-Trujillo, JD","JDGT","Spain",44,"Europe",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1683","Petsch, DK","DKP","Brazil",44,"Latin America",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1684","Cordoba-Ariza, G","GCA","Colombia",44,"Latin America",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1685","Rincon-Palau, K","KRP","Colombia",44,"Latin America",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1686","Donato-Rondon, Jhon Ch","JHOCDRON","Colombia",44,"Latin America",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1687","Castro-Rebolledo, Maria, I","MICR","Colombia",44,"Latin America",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1688","Sabater, Sergi","SSB","Spain",44,"Europe",2019,"Colombia","Biodiversity and Conservation","Netherlands","Europe"
"1689","Rezende, RdS","RSRZ","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1690","Medeiros, AO","AOM","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1691","dos Santos Dahora, JA","JASD","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1692","Tonin, AM","AMTN","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1693","Goncalves Junior, JF","JFG","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1694","Moretto, Y","YMT","Brazil",45,"Latin America",2019,"Brazil","Community Ecology","Hungary","Europe"
"1695","Vrsansky, P","PVRS","Slovakia",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1696","Sendi, H","HSN","Slovakia",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1697","Aristov, D","DA","Russia",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1698","Bechly, G","GB","Germany",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1699","Mueller, P","PML","Germany",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1700","Ellenberger, S","SEL","Germany",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1701","Azar, D","DAZ","China",46,"Asia",2019,"Ecuador","Gondwana Research","China","Asia"
"1702","Ueda, K","KUE","Slovakia",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1703","Barna, P","PETBAR","Slovakia",46,"Europe",2019,"Ecuador","Gondwana Research","China","Asia"
"1704","Garcia, T","TGA","Ecuador",46,"Latin America",2019,"Ecuador","Gondwana Research","China","Asia"
"1705","Juen, L","LEAJUEN","Brazil",49,"Latin America",2019,"Brazil","International Journal of Tropical Insect Science","United Kingdom","Europe"
"1706","Feest, A","AFE","England",49,"Europe",2019,"Brazil","International Journal of Tropical Insect Science","United Kingdom","Europe"
"1707","Brasil, LS","LSB","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1708","Silverio, DV","DVSV","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1709","Ramos Cabette, HS","HSRC","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1710","Batista, JD","JDB","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1711","Vieira, TB","TBVE","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1712","Dias-Silva, K","KDS","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1713","Barbosa de Oliveira-Junior, JM","JMBO","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1714","de Carvalho, FG","FGC","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1715","Calvao, LB","LENBATC","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1716","Macedo, MN","MNM","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1717","Juen, L","LEAJUEN","Brazil",50,"Latin America",2019,"Brazil","Basic and Applied Ecology","Germany","Europe"
"1718","Wehrtmann, IS","ISWT","Costa Rica",51,"Latin America",2019,"Costa Rica","Latin American Journal of Aquatic Research","Chile","Latin America"
"1719","Hernandez-Diaz, D","DHD","Costa Rica",51,"Latin America",2019,"Costa Rica","Latin American Journal of Aquatic Research","Chile","Latin America"
"1720","Cumberlidge, N","NCU","USA",51,"North America",2019,"Costa Rica","Latin American Journal of Aquatic Research","Chile","Latin America"
"1721","de Souza, NF","NFS","Brazil",56,"Latin America",2019,"Brazil","Biota Neotropica","Brazil","Latin America"
"1722","Baptista, DF","DFB","Brazil",56,"Latin America",2019,"Brazil","Biota Neotropica","Brazil","Latin America"
"1723","Buss, DF","DANFB","Brazil",56,"Latin America",2019,"Brazil","Biota Neotropica","Brazil","Latin America"
"1724","Medeiros Agra, JU","JUMA","Brazil",57,"Latin America",2019,"Brazil","Marine and Freshwater Research","Australia","Oceania"
"1725","Ligeiro, R","RAPLIG","Brazil",57,"Latin America",2019,"Brazil","Marine and Freshwater Research","Australia","Oceania"
"1726","Macedo, DR","DRM","Brazil",57,"Latin America",2019,"Brazil","Marine and Freshwater Research","Australia","Oceania"
"1727","Hughes, RM","RMH","USA",57,"North America",2019,"Brazil","Marine and Freshwater Research","Australia","Oceania"
"1728","Callisto, M","MC","Brazil",57,"Latin America",2019,"Brazil","Marine and Freshwater Research","Australia","Oceania"
"1729","Deknock, A","ADK","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1730","De Troyer, N","NT","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1731","Houbraken, M","MH","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1732","Dominguez-Granda, L","LEDG","Ecuador",58,"Latin America",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1733","Nolivos, I","INL","Ecuador",58,"Latin America",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1734","Van Echelpoel, W","WVE","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1735","Forio, MAE","MAEF","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1736","Spanoghe, P","PSPA","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1737","Goethals, P","PLMG","Belgium",58,"Europe",2019,"Ecuador","Science of the Total Environment","Netherlands","Europe"
"1738","Palacino-Rodriguez, F","FPR","Colombia",1,"Latin America",2020,"Colombia","Marine and Freshwater Research","Australia","Oceania"
"1739","Brito, JdS","JOABRI","Brazil",1,"Latin America",2020,"Colombia","Marine and Freshwater Research","Australia","Oceania"
"1740","Calvao, LB","LENBATC","Brazil",1,"Latin America",2020,"Colombia","Marine and Freshwater Research","Australia","Oceania"
"1741","Gonzalez, AS","ASGZ","Colombia",1,"Latin America",2020,"Colombia","Marine and Freshwater Research","Australia","Oceania"
"1742","Juen, L","LEAJUEN","Brazil",1,"Latin America",2020,"Colombia","Marine and Freshwater Research","Australia","Oceania"
"1743","Cereghino, R","RCE","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1744","Francoise, L","LF","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1745","Bonhomme, C","CAMBH","Brazil",2,"Latin America",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1746","Carrias, JF","JFC","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1747","Compin, A","ARTC","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1748","Corbara, B","BC","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1749","Jassey, V","VJ","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1750","Leflaive, J","JLF","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1751","Rota, T","TRT","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1752","Farjalla, V","VINFFAR","Brazil",2,"Latin America",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1753","Leroy, C","CLY","France",2,"Europe",2020,"French Guiana","Ecological Indicators","Netherlands","Europe"
"1754","Mello, JLS","JLSM","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1755","Abrahao, Daniel P.","DPA","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1756","Saltarelli, Wesley A.","WASL","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1757","Whiles, Matt R.","MRWS","USA",3,"North America",2020,"Brazil","Freshwater Science","United States","North America"
"1758","Dodds, Walter K.","WKD","USA",3,"North America",2020,"Brazil","Freshwater Science","United States","North America"
"1759","Colon-Gaud, Checo","CCG","USA",3,"North America",2020,"Brazil","Freshwater Science","United States","North America"
"1760","Neres-Lima, Vinicius","VINNLIM","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1761","Cunha, Davi G. F.","DAVGFCUN","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1762","Corbi, Juliano J.","JJC","Brazil",3,"Latin America",2020,"Brazil","Freshwater Science","United States","North America"
"1763","Firmiano, KR","KRF","Brazil",5,"Latin America",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1764","Canedo-Arguelles, M","MCA","Spain",5,"Europe",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1765","Gutierrez-Canovas, C","CAYGUTC","Spain",5,"Europe",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1766","Macedo, DR","DRM","Brazil",5,"Latin America",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1767","Linares, MS","MSL","Brazil",5,"Latin America",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1768","Bonada, N","NB","Spain",5,"Latin America",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1769","Callisto, M","MC","Brazil",5,"Latin America",2020,"Brazil","Journal of Biogeography","United Kingdom","Europe"
"1770","Shah, AA","AASH","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1771","Woods, HA","HAWS","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1772","Havird, JC","JCHV","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1773","Encalada, AC","ACE","Ecuador",6,"Latin America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1774","Flecker, AS","ASF","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1775","Funk, WC","WCHRFUN","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1776","Guayasamin, JM","JMG","Ecuador",6,"Latin America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1777","Kondratieff, BC","BCK","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1778","Poff, NL","NLPF","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1779","Thomas, SA","SATH","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1780","Zamudio, KR","KRZO","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1781","Ghalambor, CK","CKG","USA",6,"North America",2020,"Ecuador","Global Change Biology","United Kingdom","Europe"
"1782","Castro, DMP","DMPC","Brazil",8,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1783","da Silva, PG","PEDGDSIL","Brazil",8,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1784","Solar, R","RSLR","Brazil",8,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1785","Callisto, M","MC","Brazil",8,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1786","Mendes, TP","TPM","Brazil",9,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1787","Amado, LL","LLA","Brazil",9,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1788","Juen, L","LEAJUEN","Brazil",9,"Latin America",2020,"Brazil","Ecological Indicators","Netherlands","Europe"
"1789","Zuniga-Sarango, W","WZSA","Ecuador",10,"Latin America",2020,"Ecuador","Frontiers in Ecology and Evolution","Switzerland","Europe"
"1790","Gaona, FP","FPG","Ecuador",10,"Latin America",2020,"Ecuador","Frontiers in Ecology and Evolution","Switzerland","Europe"
"1791","Reyes-Castillo, V","VRC","Ecuador",10,"Latin America",2020,"Ecuador","Frontiers in Ecology and Evolution","Switzerland","Europe"
"1792","Iniguez-Armijos, C","CIA","Ecuador",10,"Latin America",2020,"Ecuador","Frontiers in Ecology and Evolution","Switzerland","Europe"
"1793","Gonzalez-Trujillo, JD","JDGT","Colombia",11,"Latin America",2020,"Colombia","Journal of Biogeography","United Kingdom","Europe"
"1794","Saito, VS","VSS","Brazil",11,"Latin America",2020,"Colombia","Journal of Biogeography","United Kingdom","Europe"
"1795","Petsch, DK","DKP","Brazil",11,"Latin America",2020,"Colombia","Journal of Biogeography","United Kingdom","Europe"
"1796","Munoz, I","MARIMUN","Spain",11,"Europe",2020,"Colombia","Journal of Biogeography","United Kingdom","Europe"
"1797","Sabater, S","SSB","Spain",11,"Europe",2020,"Colombia","Journal of Biogeography","United Kingdom","Europe"
"1798","Pero, EJI","EJIP","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1799","Georgieff, SM","SMG","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1800","Gultemirian, MdL","MLGU","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1801","Romero, F","FRO","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1802","Hankel, GE","GFH","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1803","Dominguez, E","EDUDOM","Argentina",13,"Latin America",2020,"Argentina","Science of the Total Environment","Netherlands","Europe"
"1804","Franceschini, C","CF","Argentina",15,"Latin America",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1805","Murphy, KJ","KJM","Scotland",15,"Europe",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1806","Kennedy, MP","MPK","England",15,"Europe",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1807","Martinez, FS","FSM","Argentina",15,"Latin America",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1808","Willems, F","FWLL","Zambia",15,"Africa",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1809","Sichingabula, H","HSIC","Zambia",15,"Africa",2020,"Argentina","Aquatic Botany","Netherlands","Europe"
"1810","Ramirez, A","ALORAM","USA",16,"North America",2020,"Puerto Rico","PeerJ","United Kingdom","Europe"
"1811","Maldonado-Benitez, N","NMB","Puerto Rico",16,"Latin America",2020,"Puerto Rico","PeerJ","United Kingdom","Europe"
"1812","Mariani-Rios, A","AMR","Puerto Rico",16,"Latin America",2020,"Puerto Rico","PeerJ","United Kingdom","Europe"
"1813","Figueroa-Santiago, J","JFS","Puerto Rico",16,"Latin America",2020,"Puerto Rico","PeerJ","United Kingdom","Europe"
"1814","Meza-Salazar, AM","AMMS","Colombia",18,"Latin America",2020,"Colombia","PeerJ","United Kingdom","Europe"
"1815","Guevara, G","GIOGUEC","Colombia",18,"Latin America",2020,"Colombia","PeerJ","United Kingdom","Europe"
"1816","Gomes-Dias, L","LUCGDIA","Colombia",18,"Latin America",2020,"Colombia","PeerJ","United Kingdom","Europe"
"1817","Cultid-Medina, CA","CARACULM","Mexico",18,"Latin America",2020,"Colombia","PeerJ","United Kingdom","Europe"
"1818","Gutierrez-Fonseca, PE","PEGF","Costa Rica",20,"Latin America",2020,"Costa Rica","PeerJ","United Kingdom","Europe"
"1819","Ramirez, A","ALORAM","USA",20,"North America",2020,"Costa Rica","PeerJ","United Kingdom","Europe"
"1820","Espinosa, R","RODESP","Ecuador",21,"Latin America",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1821","Andino, P","PA","Ecuador",21,"Latin America",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1822","Cauvy-Fraunie, S","SOFCAUF","France",21,"Europe",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1823","Dangles, O","OLIDAN","France",21,"Europe",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1824","Jacobsen, D","DENJD","Denmark",21,"Europe",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1825","Crespo-Perez, V","VCP","Ecuador",21,"Latin America",2020,"Ecuador","Revista de Biologia Tropical","Costa Rica","Latin America"
"1826","Pedroza-Ramos, A","APRS","Colombia",22,"Latin America",2020,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1827","Tamaris-Turizo, CE","CETT","Colombia",22,"Latin America",2020,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1828","Aranguren-Riano, N","NAR","Colombia",22,"Latin America",2020,"Colombia","Revista de Biologia Tropical","Costa Rica","Latin America"
"1829","Poi, ASG","ASGP","Argentina",23,"Latin America",2020,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1830","Neiff, JJ","JJN","Argentina",23,"Latin America",2020,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1831","Casco, SL","SLC","Argentina",23,"Latin America",2020,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1832","Gallardo, LI","LIG","Argentina",23,"Latin America",2020,"Argentina","Revista de Biologia Tropical","Costa Rica","Latin America"
"1833","Quesada-Alvarado, F","FQA","Costa Rica",24,"Latin America",2020,"Costa Rica","Revista de Biologia Tropical","Costa Rica","Latin America"
